Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,image,360_image
Scrabble,Software,CD-ROM,Game,Puzzle Game,Scrabble,,,,Random Games Inc.,,,Hasbro Interactive,English,2000,,,,,,,,,,,Windows,2022.8.21,,Aryeh Goretsky,,,
Star Wars X-Wing vs. Tie Fighter,Software,CD-ROM,Game,Action-Adventure,Star Wars X-Wing vs. Tie Fighter,,,,Totally Games,Lawrence Holland,,LucasArts,English,1997,,,,,,,,,,,Windows,2022.8.22,,Aryeh Goretsky,,,
Indiana Jones and the Infernal Machine,Software,CD-ROM,Game,Action-Adventure,Indiana Jones and the Infernal Machine,,,,LucasArts,Hal Barwood,,LucasArts,English,1999,,,,,,,,,,,Windows,2022.8.23,,Aryeh Goretsky,,,
RollerCoaster Tycoon Loopy Landscapes,Software,CD-ROM,Game,Simulation,RollerCoaster Tycoon Loopy Landscapes,,,,Micro Prose,,,Hasbro Interactive,English,2000,,,,,,,,,,,Windows,2022.8.24,,Aryeh Goretsky,,,
The Magic School Bus Explores the Human Body,Software,CD-ROM,Game,Educational,The Magic School Bus Explores the Human Body,,,,Music Pen,,,Scholastic,English,1995,,,,,,,,,,,Windows,2022.8.25,,Aryeh Goretsky,,,
The Hobbit The Prelude to the Lord of the Rings,Software,CD-ROM,Game,Action-Adventure,The Hobbit The Prelude to the Lord of the Rings,,,,Inevitable Entertainment,Jaime Grieves,,Sierra Entertainment,English,2003,,,,,,,,,,,Windows,2022.8.26,,Aryeh Goretsky,,,
EverQuest: Lost Dungeons of Norrath,Software,CD-ROM,Game,MMPORG,EverQuest: Lost Dungeons of Norrath,,,,"Verant Interactive, 989 Studios",Brad McQuaid,,Sony Online Entertainment,English,2003,,,,,,,,,,,Windows,2022.8.27,,Aryeh Goretsky,,,
Tetris Worlds,Software,CD-ROM,Game,Puzzle Game,Tetris Worlds,,,,Blue Planet Software,,,THQ,English,2001,,,,,,,,,,,Windows,2022.8.28,,Aryeh Goretsky,,,
Hitchhiker's Guide to the Galaxy,Software,"5.25"" Floppy Disk",Game,Interactive Fiction,Hitchhiker's Guide to the Galaxy,,,,Infocom,Steve Meretzky,,Infocom,English,1984,,,,,,,,,,,Commodore 64,2022.9.33,,Dan Herrick,Complete in-box with all feelies!,,
Easy Script Easy Spell,Software,"5.25"" Floppy Disk",User Backup,Productivity,Easy Script Easy Spell,,,,,,,,,,,,,,,,,,,,Commodore 64,2022.9.34,,Dan Herrick,User-gen copy,,
WWIII The Ultimate Confrontation,Software,"5.25"" Floppy Disk",User Backup,Games,WWIII The Ultimate Confrontation,,,,,,,,,,,,,,,,,,,,Commodore 64,2022.9.35,,Dan Herrick,,,
"Mystery at Marple Manor, Wolf",Software,"5.25"" Floppy Disk",User Backup,Games,"Mystery at Marple Manor, Wolf",,,,,,,,,,,,,,,,,,,,Commodore 64,2022.9.36,,Dan Herrick,,,
"Galactic Empire Builder, Star Warrior",Software,"5.25"" Floppy Disk",Game,Strategy,"Galactic Empire Builder, Star Warrior",,,,"Brøderbund, Automated Simulations","Doug Carlston, Jim Connelley",,"Green Valley Publishing, Inc.",English,1985,,,,,,,,,,,Commodore 64,2022.9.37,,Dan Herrick,,,
G. I. Joe: A Real American Hero,Software,"5.25"" Floppy Disk",Game,Action-Adventure,G. I. Joe: A Real American Hero,,,,"Epyx, Inc.",,,"Epyx, Inc.",English,1984,,,,,,,,,,,Commodore 64,2022.9.38,,Dan Herrick,,,
Gauntlet,Software,"5.25"" Floppy Disk",Game,Fantasy,Gauntlet,,,,Atari Games,,,Atari Games,English,1985,,,,,,,,,,,Commodore 64,2022.9.39,,Dan Herrick,,,
Ninja,Software,"5.25"" Floppy Disk",Game,Action-Adventure,Ninja,,,,Sculptured Software,,,"Mastertronic, Inc.",English,1986,,,,,,,,,,,Commodore 64,2022.9.40,,Dan Herrick,,,
Road Fighter / ロードファイター,Software,Cartridge,Game,Racing,Road Fighter / ロードファイター,,Konami,RC801,Konami,,,Konami,Japanese,1985,,,,,,,,,,,FamiCom,2022.9.103,,Kira Cura,,,
Donkey Kong 3 / ドンキーコング 3,Software,Cartridge,Game,Platformer,Donkey Kong 3 / ドンキーコング 3,,Nintendo,HVC-DT,Nintendo,,,Nintendo,Japanese,1984,,,,,,,,,,,FamiCom,2022.9.104,,Kira Cura,,,
Rockman 3,Software,Cartridge,Game,Platformer,Rockman 3,,Capcom,CAP-XU,Capcom,,,Capcom,Japanese,1990,,,,,,,,,,,FamiCom,2022.9.105,,Kira Cura,,,
Mario Bros. / マリオブラザーズ,Software,Cartridge,Game,Platformer,Mario Bros. / マリオブラザーズ,,Nintendo,HVC-MA,Nintendo,,,Nintendo,Japanese,1983,,,,,,,,,,,FamiCom,2022.9.106,,Kira Cura,,,
Majaventure - Mahjong Senki / マジャベンチャー - 麻雀戦記,Software,Cartridge,Game,Puzzle Game,Majaventure - Mahjong Senki / マジャベンチャー - 麻雀戦記,,Tokuma Shoten,GTS-VZ,Tokuma Shoten,,,Tokuma Shoten,Japanese,1990,,,,,,,,,,,FamiCom,2022.9.107,,Kira Cura,,,
Pac-Man / パックマン,Software,Cartridge,Game,Puzzle Game,Pac-Man / パックマン,,Namco Ltd.,02,Namco Ltd.,,,Namco Ltd.,Japanese,1984,,,,,,,,,,,FamiCom,2022.9.108,,Kira Cura,,,
Super Mario Bros. 3 / スーパーマリオブラザーズ3,Software,Cartridge,Game,Platformer,Super Mario Bros. 3 / スーパーマリオブラザーズ3,,Nintendo,HVC-UM,Nintendo,,,Nintendo,Japanese,1988,,,,,,,,,,,FamiCom,2022.9.109,,Kira Cura,,,
Super Xevious: GAMP no Nazo / スーパーゼビウス: ガンプの謎,Software,Cartridge,Game,Shooter,Super Xevious: GAMP no Nazo / スーパーゼビウス: ガンプの謎,,Namco Ltd.,,Namco Ltd.,,,Namco Ltd.,Japanese,1986,,,,,,,,,,,FamiCom,2022.9.110,,Kira Cura,,,
Goonies / グーニーズ,Software,Cartridge,Game,Action-Adventure,Goonies / グーニーズ,,Konami,RC809,Konami,,,Konami,Japanese,1986,,,,,,,,,,,FamiCom,2022.9.111,,Kira Cura,,,
Wario's Woods / ワリオの森,Software,Cartridge,Game,Puzzle Game,Wario's Woods / ワリオの森,,Nintendo,HVC-UW,Nintendo,,,Nintendo,Japanese,1994,,,,,,,,,,,FamiCom,2022.9.112,,Kira Cura,,,
The Terrapin Logo Language for Apple II,Software,"5.25"" Floppy Disk",Creative,Graphics,The Terrapin Logo Language for Apple II,,"Terrapin, Inc.",,"Terrapin, Inc.",,,Massachusetts Institute of Technology,English,1982,,,,,,,,,,,Apple II,2022.9.181,,In binder with full tutorial and manual,,,
Microsoft Office:mac 2008 Home & Student Edition,Software,CD-ROM,Productivity,Multi-Function,Microsoft Office:mac 2008 Home & Student Edition,,Microsoft,X13-84395-02,Microsoft,,,,English,2008,,,,,,,,,,,Macintosh,2022.9.189,,,,,
Microsoft Office:mac 2004 Student and Teacher Edition,Software,CD-ROM,Productivity,Multi-Function,Microsoft Office:mac 2004 Student and Teacher Edition,,Microsoft,X10-33165,Microsoft,,,,English,2004,,,,,,,,,,,Macintosh,2022.9.190,,,,,
Doom II,Software,CD-ROM,Game,Doom,Doom II,,,,id Software,,,GT Interactive,English,1995,,1-56893-243-X,,,,,,,,,PC,2022.9.191,,,,,
Microsoft Word 6.0 for the Macintosh,Software,"3.5"" Floppy Disk",Productivity,Word Processing,Microsoft Word 6.0 for the Macintosh,,,28555P,Microsoft,,,Microsoft,English,1994,,,,,,,,,,,Macintosh,2022.9.192,,10 disks,,,
StyleWriter II,Software,"3.5"" Floppy Disk",System Utility,Driver,StyleWriter II,,,690-0363-A,Apple Computer Inc.,,,Apple Computer Inc.,English,1992,,,,,,,,,,,Macintosh,2022.9.193,,4 disks,,,
PowerBook Software Package,Software,"3.5"" Floppy Disk",System Utility,Start-up Package,PowerBook Software Package,,,690-0764-A,Apple Computer Inc.,,,Apple Computer Inc.,English,1994,,,,,,,,,,,Macintosh,2022.9.194,,5 disks,,,
Mac OS X Snow Leopard,Software,DVD-ROM,System Utility,Operating System,Mac OS X Snow Leopard,,,2Z691-6428-A,Apple Computer Inc.,,,Apple Computer Inc.,English,2009,,,,,,,,,,,Macintosh,2022.9.195,,,,,
Everything Else - MacBook Pro Installation Package,Software,DVD-ROM,System Utility,Operating System,Everything Else - MacBook Pro Installation Package,,,602-6186-A,Apple Computer Inc.,,,Apple Computer Inc.,English,2007,,,,,,,,,,,Macintosh,2022.9.196,,,,,
Everything Else - MacBook Pro Installation Package,Software,DVD-ROM,System Utility,Operating System,Everything Else - MacBook Pro Installation Package,,,602-6186-A,Apple Computer Inc.,,,Apple Computer Inc.,English,2007,,,,,,,,,,,Macintosh,2022.9.197,,,,,
iLife '11,Software,DVD-ROM,System Utility,Start-up Package,iLife '11,,,2Z691-6677-A,Apple Computer Inc.,,,Apple Computer Inc.,English,2011,,,,,,,,,,,Macintosh,2022.9.198,,,,,
iWork '09,Software,DVD-ROM,System Utility,Start-up Package,iWork '09,,,2Z691-6324-A,Apple Computer Inc.,,,Apple Computer Inc.,English,2009,,,,,,,,,,,Macintosh,2022.9.199,,,,,
Your IBM PCjr Sampler,Software,"5.25"" Floppy Disk",System Utility,Start-up Package,Your IBM PCjr Sampler,,,6183198,IBM,,,IBM,English,1983,,,,,,,,,,,PCjr,2022.9.200,,Rafael Fajardo,,,
Mr. Magorium's Wonder Emporium,Software,iactivecard,Media,Film Preview,Mr. Magorium's Wonder Emporium,,,,"Stupid Zebra, LLC",,,Twentieth Century Fox,English,2008,,,,,,,,,,,,2022.9.204,,,,,
Touch Typing Tutor,Software,Cartridge,Infotainment,Educational,Touch Typing Tutor,,,PHM 3064,Texas Instruments,,,Texas Instruments,English,1982,,,,,,,,,,,TI-99/4A,2022.9.205,,,,,
Type Manager 2.0,Software,"3.5"" Floppy Disk",System Utility,Driver,Type Manager 2.0,,,,,,,Adobe,English,1992,,,,,,,,,,,Macintosh,2022.10.1,,Rafael Fajardo,user-generated copy,,
AAUP Mass Mailing,Software,"3.5"" Floppy Disk",Media,Newsletter,AAUP Mass Mailing,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.2,,Rafael Fajardo,,,
America Online For Macintosh,Software,"3.5"" Floppy Disk",System Utility,Online Service Provider,America Online For Macintosh,,,v 2.6,America Online,,,America Online,English,1995,,51776450S,,,,,,,,,Macintosh,2022.10.3,,Rafael Fajardo,,,
Printer Driver for Epson Stylus Color 800,Software,"3.5"" Floppy Disk",System Utility,Driver,Printer Driver for Epson Stylus Color 800,,,Rev. 2.2CE,,,,Epson,English,1996,,,,,,,,,,,Windows,2022.10.4,,Rafael Fajardo,2 disks,,
BBEdit Lite,Software,"3.5"" Floppy Disk",Productivity,Word Processing,BBEdit Lite,,,,,,,,English,,,,,,,,,,,,Macintosh,2022.10.5,,Rafael Fajardo,user-generated copy,,
Clip Art,Software,"3.5"" Floppy Disk",Creative,Graphics,Mac the Knife A Clip-Art Treasury,,,,,,,,English,1984,,,,,,,,,,,Macintosh,2022.10.6,,Rafael Fajardo,user-generated copy,,
Art Parts,Software,"3.5"" Floppy Disk",Creative,Graphics,Art Parts,,,,,,,,English,1995,,0-201-88421-6,,,,,,,,,Macintosh,2022.10.7,,Rafael Fajardo,,,
Quicktime Power Plug/ Avid Power Plug,Software,"3.5"" Floppy Disk",System Utility,Driver,Quicktime Power Plug/ Avid Power Plug,,,,,,,,English,,,,,,,,,,,,,2022.10.8,,Rafael Fajardo,user-generated copy,,
Asante Ethertalk Installer,Software,"3.5"" Floppy Disk",System Utility,Driver,Asante Ethertalk Installer,,,,,,,,English,,,,,,,,,,,,Macintosh,2022.10.9,,Rafael Fajardo,user-generated copy,,
Arenaz ESP Structure Powerpoint,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Arenaz ESP Structure Powerpoint,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.10,,Rafael Fajardo,,,
"Participaciones Better Feets Tiff News Gothic, News Gothic Roman",Software,"3.5"" Floppy Disk",User Generated,Documents/Data,"Participaciones Better Feets Tiff News Gothic, News Gothic Roman",,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.11,,Rafael Fajardo,,,
Proj IV *,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Proj IV *,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.12,,Rafael Fajardo,,,
Scourge Finders: Gatekeeper,Software,"3.5"" Floppy Disk",System Utility,Security,Scourge Finders: Gatekeeper,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.13,,Rafael Fajardo,user-generated copy,,
Scourge Finders II,Software,"3.5"" Floppy Disk",System Utility,Security,Scourge Finders II,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.14,,Rafael Fajardo,user-generated copy,,
Quark Express Support System,Software,"3.5"" Floppy Disk",Productivity,Web Design,Quark Express Support System,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.15,,Rafael Fajardo,user-generated copy,,
SuperPaint 2.0 + plug-in modules,Software,"3.5"" Floppy Disk",Creative,Graphics,SuperPaint 2.0 + plug-in modules,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.16,,Rafael Fajardo,user-generated copy,,
CV Travel & Backup,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,CV Travel & Backup,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.17,,Rafael Fajardo,,,
Aldus Freehand,Software,"3.5"" Floppy Disk",Creative,Graphics,Aldus Freehand,,,v. 2.02,,,,,,,,,,,,,,,,,Macintosh,2022.10.18,,Rafael Fajardo,user-generated copy,,
Aldus Freehand Color Supports,Software,"3.5"" Floppy Disk",Creative,Graphics,Aldus Freehand Color Supports,,,v. 2.02,,,,,,,,,,,,,,,,,Macintosh,2022.10.19,,Rafael Fajardo,user-generated copy,,
Quark Express,Software,"3.5"" Floppy Disk",Productivity,Web Design,Quark Express,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.20,,Rafael Fajardo,user-generated copy,,
TypeStyler,Software,"3.5"" Floppy Disk",Creative,Graphics,TypeStyler,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.21,,Rafael Fajardo,"user-generated copy, 2 disks",,
Fun & Games,Software,"5.25"" Hard Disk Cartridge",User Backup,Games,Fun & Games,,,,,,,,,,,,,,,,,,,,,2022.10.22,,Rafael Fajardo,in case,,
HRW - Ignition,Software,"5.25"" Hard Disk Cartridge",User Generated,Documents/Data,HRW - Ignition,,,,,,,,,,,,,,,,,,,,,2022.10.23,,Rafael Fajardo,in case,,
Shareware,Software,"5.25"" Hard Disk Cartridge",User Backup,Multiple,Shareware,,,,,,,,,,,,,,,,,,,,,2022.10.24,,Rafael Fajardo,in case,,
Big Bird's Egg Catch,Software,Cartridge,Game,Educational,Big Bird's Egg Catch,,,333R,Children's Computer Workshop,,,"Atari, Inc.",English,1983,,,,,,,,,,,Atari 2600,2022.10.25,,libi striegl,"tested, works",,
Sesame Street Letter-Go-Round / Ernie's Big Splash,Software,Cartridge,Game,Educational,Sesame Street Letter-Go-Round / Ernie's Big Splash,,,NES-H4-USA,Hi Tech Expressions,,,,English,1988,,,,,,,,,,,NES,2022.10.26,,libi striegl,"tested, works",,
Big Bird's Hide and Speak,Software,Cartridge,Game,Educational,Big Bird's Hide and Speak,,,NES-4H-USA,Hi Tech Expressions,,,,English,1990,,,,,,,,,,,NES,2022.10.27,,libi striegl,"tested, works",,
Home Alone,Software,Cartridge,Game,Action-Adventure,Home Alone,,,DMG-HM-USA,Imagineering Inc.,,,THQ,English,1991,,,,,,,,,,,GameBoy,2022.10.28,,libi striegl,,,
Vectron,Software,Cartridge,Game,Shooter,Vectron,,,5788-4289,Mattel Electronics,,,Mattel Electronics,English,1982,,,,,,,,,,,Intellivision,2022.10.29,,libi striegl,"includes controller inserts, cartridge contacts need cleaning",,
Danahe-1,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Danahe-1,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.30,,Rafael Fajardo,,,
Front of Postcard New,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Front of Postcard New,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.31,,Rafael Fajardo,,,
Postal (Postcard),Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Postal (Postcard),,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.32,,Rafael Fajardo,,,
Degree Programs 2000-2002,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Degree Programs 2000-2002,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.33,,Rafael Fajardo,,,
NUE Presentation,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,NUE Presentation,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.34,,Rafael Fajardo,,,
Mac Stuff,Software,"3.5"" Floppy Disk",User Backup,Multiple,Mac Stuff,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.35,,Rafael Fajardo,,,
eMail list,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,eMail list,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.36,,Rafael Fajardo,,,
Rev. Pt 2,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Rev. Pt 2,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.37,,Rafael Fajardo,,,
EMC Psychological Corporation,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,EMC Psychological Corporation,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.38,,Rafael Fajardo,,,
boilerplate,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,boilerplate,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.39,,Rafael Fajardo,,,
Michael's,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Michael's,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.40,,Rafael Fajardo,,,
PowerComputing,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,PowerComputing,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.41,,Rafael Fajardo,,,
Think C Disk 1,Software,"3.5"" Floppy Disk",User Backup,Utility,Think C Disk 1,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.42,,Rafael Fajardo,,,
Hellcats,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Hellcats,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.43,,Rafael Fajardo,,,
Postcard EPS file,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Postcard EPS file,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.44,,Rafael Fajardo,,,
Creating Complex Visual Identities,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Creating Complex Visual Identities,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.45,,Rafael Fajardo,,,
Phil's Mobil 2 800k,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Phil's Mobil 2 800k,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.46,,Rafael Fajardo,,,
INO-6x12 Freehand,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,INO-6x12 Freehand,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.47,,Rafael Fajardo,,,
Netscape 1.1N Installer,Software,"3.5"" Floppy Disk",User Backup,Utility,Netscape 1.1N Installer,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.48,,Rafael Fajardo,,,
(illustration of an ambulance),Software,"3.5"" Floppy Disk",User Generated,Documents/Data,(illustration of an ambulance),,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.49,,Rafael Fajardo,,,
United Kingdom,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,United Kingdom,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.50,,Rafael Fajardo,,,
Slip archive 1/2,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Slip archive 1/2,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.51,,Rafael Fajardo,,,
Slip archive 3/4,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Slip archive 3/4,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.52,,Rafael Fajardo,,,
Flashnet PPP installer,Software,"3.5"" Floppy Disk",User Backup,Utility,Flashnet PPP installer,,,,,,,,,,,,,,,,,,,,Macintosh,2022.10.53,,Rafael Fajardo,,,
Graphic Design 4 Fall 1997,Software,Zip Disk,User Generated,Documents/Data,Graphic Design 4 Fall 1997,,,,,,,,,,,,,,,,,,,,,2022.11.1,,Rafael Fajardo,,,
Ephemera,Software,Zip Disk,User Generated,Documents/Data,Ephemera,,,,,,,,,,,,,,,,,,,,,2022.11.2,,Rafael Fajardo,,,
Vanessa,Software,Zip Disk,User Generated,Documents/Data,Vanessa,,,,,,,,,,,,,,,,,,,,,2022.11.3,,Rafael Fajardo,,,
Maria,Software,Zip Disk,User Generated,Documents/Data,Maria,,,,,,,,,,,,,,,,,,,,,2022.11.4,,Rafael Fajardo,,,
Color StyleWriter 2400 Printer Software,Software,"3.5"" Floppy Disk",System Utility,Driver,Color StyleWriter 2400 Printer Software,,,690-1625-A to 690-1628-A,,,,"Apple Computer, Inc.",English,1994,,,,,,,,,,,Macintosh,2022.11.5,,Rafael Fajardo,4 disks,,
Color StyleWriter 2500 Printer Software,Software,"3.5"" Floppy Disk",System Utility,Driver,Color StyleWriter 2500 Printer Software,,,"690-2971-A, 690-2958-A, 690-2942-A",,,,"Apple Computer, Inc.",English,1996,,,,,,,,,,,Macintosh,2022.11.6,,Rafael Fajardo,3 disks,,
One Scanner,Software,"3.5"" Floppy Disk",System Utility,Driver,One Scanner,,,"690-0174-A, 690-0174-B",,,,"Apple Computer, Inc.",English,1992,,,,,,,,,,,Macintosh,2022.11.7,,Rafael Fajardo,2 disks,,
One Scanner,Software,"3.5"" Floppy Disk",System Utility,Driver,One Scanner,,,"690-0862-A, 690-0863-B",,,,"Apple Computer, Inc.",English,1993,,,,,,,,,,,Macintosh,2022.11.8,,Rafael Fajardo,2 disks,,
Video Software,Software,"3.5"" Floppy Disk",System Utility,Driver,Video Software,,,"690-3169, 690-3170",,,,"Apple Computer, Inc.",English,1995,,,,,,,,,,,Macintosh,2022.11.9,,Rafael Fajardo,2 disks,,
TV/FM Software,Software,"3.5"" Floppy Disk",System Utility,Driver,TV/FM Software,,,"690-3166, 690-3167, 690-3168",,,,"Apple Computer, Inc.",English,1996,,,,,,,,,,,Macintosh,2022.11.10,,Rafael Fajardo,3 disks,,
Apple Multiple Scan Software,Software,"3.5"" Floppy Disk",System Utility,Driver,Apple Multiple Scan Software,,,690-3190-A,,,,"Apple Computer, Inc.",English,1995,,,,,,,,,,,Macintosh,2022.11.11,,Rafael Fajardo,,,
System Startup,Software,"3.5"" Floppy Disk",System Utility,Operating System,System Startup,,,690-5731-A,,,,"Apple Computer, Inc.",English,1990,,,,,,,,,,,Macintosh,2022.11.12,,Rafael Fajardo,,,
The Great Wallenda,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,The Great Wallenda,,,,,Adrienne E. O'Donnell,,Adrienne E. O'Donnell,English,1993,,,,,,,,,,,Macintosh,2022.11.13,,Rafael Fajardo,,,
America Online For Macintosh,Software,"3.5"" Floppy Disk",System Utility,Online Service Provider,America Online For Macintosh,,,v. 2.7,America Online,,,America Online,English,1996,,,,,,,,,,,Macintosh,2022.11.14,,Rafael Fajardo,,,
Zip Install,Software,"3.5"" Floppy Disk",System Utility,Driver,Zip Install,,,v. 4.22,iomega,,,iomega,English,1995,,,,,,,,,,,Macintosh,2022.11.15,,Rafael Fajardo,,,
FlashNet Installer,Software,"3.5"" Floppy Disk",System Utility,Driver,FlashNet Installer,,,,InterGO,,,InterGO,English,,,,,,,,,,,,Windows,2022.11.16,,Rafael Fajardo,"6 disks, in packaging",,
Zip Install,Software,"3.5"" Floppy Disk",System Utility,Driver,Zip Install,,,v. 5.3.1,iomega,,,iomega,English,1997,,,,,,,,,,,Windows,2022.11.17,,Rafael Fajardo,,,
Adobe Type Manager,Software,"3.5"" Floppy Disk",Creative,Graphics,Adobe Type Manager,,,,Adobe,,,Adobe,English,1994,,,,,,,,,,,Macintosh,2022.11.18,,Rafael Fajardo,,,
GNN,Software,"3.5"" Floppy Disk",System Utility,Online Service Provider,GNN,,,G00054,"Global Network Navigator, Inc.",,,"Global Network Navigator, Inc.",English,1995,,,,,,,,,,,Windows,2022.11.19,,Rafael Fajardo,,,
MacUser 1001 Hints & Tips for the Macintosh,Software,"3.5"" Floppy Disk",Media,Periodical,MacUser 1001 Hints & Tips for the Macintosh,,,,,,,Ziff Davis Publishing Company,English,1992,,,,,,,,,,,Macintosh,2022.11.20,,Rafael Fajardo,,,
CompuServe Information Manager,Software,"3.5"" Floppy Disk",System Utility,Online Service Provider,CompuServe Information Manager,,,01-2082-1,Supra Corporation,,,Supra Corporation,English,1992,,,,,,,,,,,Macintosh,2022.11.21,,Rafael Fajardo,,,
America Online For Macintosh,Software,"3.5"" Floppy Disk",System Utility,Online Service Provider,America Online For Macintosh,,,v. 2.5,America Online,,,America Online,English,1994,,,,,,,,,,,Macintosh,2022.11.22,,Rafael Fajardo,,,
